temperature,humidity,soil_moisture,rainfall,light,acoustic,motion,season,timestamp
10.71,57.71876280308729,59.11,38.6,22.73,106.86642172145042,0,monsoon,2026-07-16T03:10:41.961634
25.6,93.63,73.96,37.84,17.05,77.48,1,monsoon,2026-07-16T03:18:41.961634
21.41,92.33,81.49,41.91,39.55,31.58,0,monsoon,2026-07-16T03:26:41.961634
21.8,96.58,80.35,45.59,31.55,34.4,0,monsoon,2026-07-16T03:34:41.961634
25.06,98.54,71.44,26.92,15.28,48.82,0,monsoon,2026-07-16T03:42:41.961634
26.21,98.98,83.95,40.63,24.76,84.29,0,monsoon,2026-07-16T03:50:41.961634
24.67,90.17,89.59,32.01,33.05,71.7,0,monsoon,2026-07-16T03:58:41.961634
25.33,92.05,51.92,61.98,28.44,36.42,0,monsoon,2026-07-16T04:06:41.961634
25.94,87.01,68.95,59.98,15.08,72.6,1,monsoon,2026-07-16T04:14:41.961634
21.92,88.79,62.35,41.99,18.2,49.25,0,monsoon,2026-07-16T04:22:41.961634
21.85,97.7,50.53,31.02,17.07,74.42,1,monsoon,2026-07-16T04:30:41.961634
23.88,88.73,78.93,12.29,21.69,74.17,0,monsoon,2026-07-16T04:38:41.961634
23.32,93.64,62.76,26.57,39.81,74.63,1,monsoon,2026-07-16T04:46:41.961634
25.58,100.0,63.09,23.01,29.91,31.8,0,monsoon,2026-07-16T04:54:41.961634
23.11,94.22,58.68,29.28,19.17,50.19,1,monsoon,2026-07-16T05:02:41.961634
24.6,96.98,47.7,26.62,22.74,30.05,0,monsoon,2026-07-16T05:10:41.961634
26.11,96.06,65.37,19.67,29.29,25.39,1,monsoon,2026-07-16T05:18:41.961634
24.97,92.55,90.11,54.52,11.19,44.82,0,monsoon,2026-07-16T05:26:41.961634
23.75,97.81,82.92,21.93,5.64,71.59,0,monsoon,2026-07-16T05:34:41.961634
25.76,99.74,50.83,25.03,1.97,42.25,1,monsoon,2026-07-16T05:42:41.961634
21.77,97.62,77.34,33.44,36.21,48.67,0,monsoon,2026-07-16T05:50:41.961634
21.59,99.95,54.7,17.35,44.53,57.8,0,monsoon,2026-07-16T05:58:41.961634
26.43,87.37,77.9,35.4,756.56,70.11,0,monsoon,2026-07-16T06:06:41.961634
26.35,87.58,55.79,43.36,365.36,69.51,1,monsoon,2026-07-16T06:14:41.961634
12.86,40.04818148495101,74.43,41.37,837.9,89.71119421703418,0,monsoon,2026-07-16T06:22:41.961634
29.56,75.72,54.42,45.44,342.79,69.67,1,monsoon,2026-07-16T06:30:41.961634
30.61,84.24,87.05,38.03,624.84,71.65,0,monsoon,2026-07-16T06:38:41.961634
29.28,86.41,76.91,16.07,862.28,67.31,0,monsoon,2026-07-16T06:46:41.961634
28.86,86.47,55.12,16.22,891.69,40.35,0,monsoon,2026-07-16T06:54:41.961634
27.81,77.83,58.88,18.38,360.12,53.65,0,monsoon,2026-07-16T07:02:41.961634
26.59,82.17,90.28,42.39,833.01,41.64,1,monsoon,2026-07-16T07:10:41.961634
29.95,84.88,66.98,15.56,619.28,77.29,0,monsoon,2026-07-16T07:18:41.961634
27.53,84.94,68.1,44.58,396.94,76.95,0,monsoon,2026-07-16T07:26:41.961634
26.0,84.95,63.54,40.85,940.53,63.75,0,monsoon,2026-07-16T07:34:41.961634
30.38,81.05,55.02,19.01,634.6,45.38,1,monsoon,2026-07-16T07:42:41.961634
31.47,87.96,85.78,60.58,938.26,69.82,0,monsoon,2026-07-16T07:50:41.961634
31.22,78.21,56.83,37.2,460.44,52.02,0,monsoon,2026-07-16T07:58:41.961634
26.08,73.8,56.25,45.47,519.86,74.52,1,monsoon,2026-07-16T08:06:41.961634
29.08,73.49,64.95,19.65,940.52,43.74,1,monsoon,2026-07-16T08:14:41.961634
27.04,80.62,93.01,31.71,586.84,73.54,0,monsoon,2026-07-16T08:22:41.961634
27.52,82.52,76.37,34.18,644.49,56.61,0,monsoon,2026-07-16T08:30:41.961634
30.2,76.52,79.14,47.67,494.66,57.77,0,monsoon,2026-07-16T08:38:41.961634
46.34,43.52261213173503,51.98,48.87,415.75,91.3050842821716,1,monsoon,2026-07-16T08:46:41.961634
31.16,86.12,74.32,36.18,345.14,64.96,0,monsoon,2026-07-16T08:54:41.961634
30.09,85.28,86.26,42.6,551.67,55.84,1,monsoon,2026-07-16T09:02:41.961634
26.34,77.3,81.52,28.21,754.84,60.31,1,monsoon,2026-07-16T09:10:41.961634
31.0,83.72,57.76,32.85,940.22,54.27,0,monsoon,2026-07-16T09:18:41.961634
30.37,74.11,56.13,41.51,480.54,57.59,0,monsoon,2026-07-16T09:26:41.961634
31.21,83.19,68.79,28.88,744.34,44.67,1,monsoon,2026-07-16T09:34:41.961634
28.45,76.37,71.24,31.66,496.47,49.29,0,monsoon,2026-07-16T09:42:41.961634
28.66,75.09,55.04,33.92,820.48,63.12,0,monsoon,2026-07-16T09:50:41.961634
26.47,75.59,71.49,38.08,552.8,42.23,0,monsoon,2026-07-16T09:58:41.961634
31.68,74.49,86.83,28.63,690.49,37.44,0,monsoon,2026-07-16T10:06:41.961634
26.95,74.25,53.5,58.25,328.22,44.32,0,monsoon,2026-07-16T10:14:41.961634
15.2,46.418464822098045,63.22,55.57,313.36,66.1862742303182,0,monsoon,2026-07-16T10:22:41.961634
28.95,75.67,88.06,25.73,831.97,72.44,1,monsoon,2026-07-16T10:30:41.961634
31.9,73.6,66.33,51.63,620.63,47.04,0,monsoon,2026-07-16T10:38:41.961634
28.47,73.14,92.47,43.33,898.27,60.79,0,monsoon,2026-07-16T10:46:41.961634
28.43,87.81,76.96,27.69,607.99,25.44,0,monsoon,2026-07-16T10:54:41.961634
28.58,86.03,59.2,50.19,659.88,29.16,0,monsoon,2026-07-16T11:02:41.961634
29.12,80.79,82.02,12.38,438.3,49.63,1,monsoon,2026-07-16T11:10:41.961634
30.77,85.28,64.82,47.32,824.37,41.65,0,monsoon,2026-07-16T11:18:41.961634
13.59,37.18864740272613,78.24,23.27,817.05,111.66025068900294,0,monsoon,2026-07-16T11:26:41.961634
30.26,80.86,73.28,49.8,346.84,84.95,0,monsoon,2026-07-16T11:34:41.961634
29.17,87.42,86.08,31.44,312.71,69.46,1,monsoon,2026-07-16T11:42:41.961634
27.18,72.04,66.41,29.04,384.54,36.94,0,monsoon,2026-07-16T11:50:41.961634
28.04,86.62,52.67,21.75,770.24,56.3,0,monsoon,2026-07-16T11:58:41.961634
31.71,78.99,65.9,59.67,767.09,45.88,1,monsoon,2026-07-16T12:06:41.961634
27.6,78.58,85.78,19.88,799.99,31.15,1,monsoon,2026-07-16T12:14:41.961634
28.86,74.54,62.21,17.61,692.31,42.72,0,monsoon,2026-07-16T12:22:41.961634
28.04,73.65,67.63,12.57,885.58,72.92,0,monsoon,2026-07-16T12:30:41.961634
28.71,77.17,47.79,57.98,376.11,33.05,0,monsoon,2026-07-16T12:38:41.961634
26.0,72.26,92.3,36.7,797.8,31.66,0,monsoon,2026-07-16T12:46:41.961634
26.02,78.6,89.0,50.53,619.3,67.54,0,monsoon,2026-07-16T12:54:41.961634
30.49,75.73,52.34,59.09,808.7,47.61,1,monsoon,2026-07-16T13:02:41.961634
31.04,74.33,56.27,43.0,933.05,82.68,1,monsoon,2026-07-16T13:10:41.961634
27.14,80.19,80.6,21.23,631.97,75.23,0,monsoon,2026-07-16T13:18:41.961634
27.67,83.07,86.87,32.4,712.68,38.64,0,monsoon,2026-07-16T13:26:41.961634
27.94,77.05,59.06,48.52,703.85,81.2,0,monsoon,2026-07-16T13:34:41.961634
28.21,80.63,80.41,44.42,666.4,41.67,0,monsoon,2026-07-16T13:42:41.961634
31.13,86.9,77.57,32.19,475.92,65.18,1,monsoon,2026-07-16T13:50:41.961634
30.26,80.81,83.6,33.44,913.62,56.36,1,monsoon,2026-07-16T13:58:41.961634
29.03,82.52,66.13,40.53,410.31,76.84,0,monsoon,2026-07-16T14:06:41.961634
30.97,87.5,71.29,58.64,865.59,65.43,0,monsoon,2026-07-16T14:14:41.961634
30.17,82.72,74.09,36.2,515.91,37.8,0,monsoon,2026-07-16T14:22:41.961634
28.66,87.71,73.34,11.57,383.03,55.8,0,monsoon,2026-07-16T14:30:41.961634
29.92,72.9,50.24,37.95,934.29,27.87,0,monsoon,2026-07-16T14:38:41.961634
31.58,86.13,87.52,54.27,910.77,44.29,0,monsoon,2026-07-16T14:46:41.961634
31.96,80.88,56.87,38.87,602.29,41.36,0,monsoon,2026-07-16T14:54:41.961634
44.93,44.36788895990265,65.11,50.45,673.53,84.88930792533887,0,monsoon,2026-07-16T15:02:41.961634
30.36,75.97,70.65,53.42,328.26,42.99,0,monsoon,2026-07-16T15:10:41.961634
30.01,77.34,77.83,35.71,816.25,49.81,0,monsoon,2026-07-16T15:18:41.961634
27.06,77.86,73.83,24.43,499.32,47.36,1,monsoon,2026-07-16T15:26:41.961634
29.69,86.55,80.56,25.94,845.15,63.05,1,monsoon,2026-07-16T15:34:41.961634
31.91,83.9,57.06,20.04,618.59,34.04,1,monsoon,2026-07-16T15:42:41.961634
26.11,75.79,63.7,27.56,725.64,40.56,0,monsoon,2026-07-16T15:50:41.961634
31.14,73.06,79.48,59.3,935.49,66.75,0,monsoon,2026-07-16T15:58:41.961634
12.11,50.897016998944366,56.16,25.89,377.19,88.29674349618963,0,monsoon,2026-07-16T16:06:41.961634
29.79,79.32,73.1,47.63,659.14,30.34,0,monsoon,2026-07-16T16:14:41.961634
31.35,77.01,80.51,35.7,784.01,38.81,1,monsoon,2026-07-16T16:22:41.961634
26.1,72.91,67.59,34.61,491.89,33.33,0,monsoon,2026-07-16T16:30:41.961634
31.06,84.96,89.5,25.58,590.47,50.95,1,monsoon,2026-07-16T16:38:41.961634
28.27,75.17,73.17,53.54,611.26,74.63,0,monsoon,2026-07-16T16:46:41.961634
31.43,86.03,70.05,29.9,876.37,40.85,0,monsoon,2026-07-16T16:54:41.961634
26.59,87.09,57.62,41.95,639.87,57.83,0,monsoon,2026-07-16T17:02:41.961634
27.93,74.69,69.55,49.88,440.41,33.79,1,monsoon,2026-07-16T17:10:41.961634
27.0,76.14,58.19,62.53,431.04,79.14,1,monsoon,2026-07-16T17:18:41.961634
29.5,79.94,67.44,40.22,355.9,79.97,0,monsoon,2026-07-16T17:26:41.961634
30.99,84.34,88.96,9.86,610.53,40.94,0,monsoon,2026-07-16T17:34:41.961634
29.98,82.11,69.67,42.55,912.06,80.86,0,monsoon,2026-07-16T17:42:41.961634
30.97,80.54,75.47,30.09,560.06,37.04,1,monsoon,2026-07-16T17:50:41.961634
30.53,86.94,61.17,23.7,371.63,71.76,1,monsoon,2026-07-16T17:58:41.961634
26.52,75.32,54.57,23.71,953.93,28.15,0,monsoon,2026-07-16T18:06:41.961634
27.77,86.68,68.92,25.3,537.62,81.62,0,monsoon,2026-07-16T18:14:41.961634
30.69,76.6,63.03,42.26,832.51,72.93,0,monsoon,2026-07-16T18:22:41.961634
31.42,79.07,81.03,24.75,657.68,81.48,0,monsoon,2026-07-16T18:30:41.961634
29.77,74.16,51.03,34.43,314.81,34.62,0,monsoon,2026-07-16T18:38:41.961634
27.19,81.91,75.52,54.49,429.95,84.82,1,monsoon,2026-07-16T18:46:41.961634
29.51,81.77,62.66,53.51,509.8,60.02,0,monsoon,2026-07-16T18:54:41.961634
23.86,100.0,66.7,33.98,34.77,49.29,1,monsoon,2026-07-16T19:02:41.961634
24.48,93.83,85.81,25.23,36.58,83.77,0,monsoon,2026-07-16T19:10:41.961634
25.95,89.68,56.31,51.82,49.93,78.35,1,monsoon,2026-07-16T19:18:41.961634
10.8,47.72711942560464,53.05,31.34,20.81,68.76839421529708,0,monsoon,2026-07-16T19:26:41.961634
26.39,89.39,68.92,60.66,16.96,26.41,0,monsoon,2026-07-16T19:34:41.961634
24.05,90.04,62.43,43.71,42.58,56.87,0,monsoon,2026-07-16T19:42:41.961634
25.76,98.49,90.4,28.55,5.11,73.02,0,monsoon,2026-07-16T19:50:41.961634
22.95,100.0,71.47,30.83,26.61,62.67,0,monsoon,2026-07-16T19:58:41.961634
21.81,88.35,73.63,19.97,29.5,67.71,0,monsoon,2026-07-16T20:06:41.961634
21.22,91.62,83.2,16.24,20.19,34.35,1,monsoon,2026-07-16T20:14:41.961634
22.5,98.66,78.62,44.66,44.48,38.13,0,monsoon,2026-07-16T20:22:41.961634
23.68,100.0,71.73,13.13,13.57,55.15,1,monsoon,2026-07-16T20:30:41.961634
26.97,88.75,71.16,42.44,32.77,28.39,0,monsoon,2026-07-16T20:38:41.961634
24.16,94.11,76.68,39.89,44.82,34.61,0,monsoon,2026-07-16T20:46:41.961634
25.58,93.11,65.46,63.64,14.8,47.84,1,monsoon,2026-07-16T20:54:41.961634
26.1,100.0,62.88,47.09,24.53,77.55,0,monsoon,2026-07-16T21:02:41.961634
24.51,93.33,67.33,35.17,16.42,50.2,0,monsoon,2026-07-16T21:10:41.961634
24.54,87.18,89.58,14.16,32.68,28.49,1,monsoon,2026-07-16T21:18:41.961634
21.03,93.24,68.58,55.77,3.67,65.25,0,monsoon,2026-07-16T21:26:41.961634
22.79,97.1,67.68,42.12,43.14,53.59,0,monsoon,2026-07-16T21:34:41.961634
24.82,94.52,64.25,54.89,39.22,29.44,1,monsoon,2026-07-16T21:42:41.961634
41.41,63.37932191202621,57.27,47.15,3.71,98.48447116551822,1,monsoon,2026-07-16T21:50:41.961634
25.08,87.67,63.63,28.21,42.76,50.29,0,monsoon,2026-07-16T21:58:41.961634
25.25,97.31,69.07,52.23,21.08,46.49,0,monsoon,2026-07-16T22:06:41.961634
26.87,99.51,70.08,57.69,15.22,58.92,0,monsoon,2026-07-16T22:14:41.961634
26.06,99.51,81.36,27.58,8.85,54.51,0,monsoon,2026-07-16T22:22:41.961634
23.28,100.0,46.67,21.12,28.08,26.06,0,monsoon,2026-07-16T22:30:41.961634
24.87,100.0,62.6,38.05,7.77,41.95,1,monsoon,2026-07-16T22:38:41.961634
25.33,100.0,57.55,44.69,23.47,59.12,0,monsoon,2026-07-16T22:46:41.961634
24.9,99.54,64.39,46.0,18.16,36.67,1,monsoon,2026-07-16T22:54:41.961634
24.36,88.55,59.1,29.4,40.76,78.98,0,monsoon,2026-07-16T23:02:41.961634
25.26,97.73,62.61,9.59,36.34,75.0,0,monsoon,2026-07-16T23:10:41.961634
21.56,94.31,54.22,23.47,24.03,71.78,0,monsoon,2026-07-16T23:18:41.961634
26.07,94.25,90.73,43.05,41.62,59.7,0,monsoon,2026-07-16T23:26:41.961634
25.92,99.94,75.68,40.58,41.71,69.79,0,monsoon,2026-07-16T23:34:41.961634
40.69,55.54280888083862,54.22,41.95,11.41,83.90192716927504,0,monsoon,2026-07-16T23:42:41.961634
26.59,100.0,59.77,41.88,17.46,76.23,0,monsoon,2026-07-16T23:50:41.961634
22.78,100.0,82.8,37.5,32.61,65.77,1,monsoon,2026-07-16T23:58:41.961634
22.76,88.58,82.12,29.6,4.52,82.69,0,monsoon,2026-07-17T00:06:41.961634
22.21,89.28,56.16,15.03,42.71,83.2,0,monsoon,2026-07-17T00:14:41.961634
26.44,88.54,66.43,26.14,7.45,49.07,1,monsoon,2026-07-17T00:22:41.961634
22.13,93.05,66.53,16.17,41.39,52.24,0,monsoon,2026-07-17T00:30:41.961634
21.26,87.16,90.02,53.9,15.26,41.26,0,monsoon,2026-07-17T00:38:41.961634
24.5,97.03,58.18,50.5,0.1,63.04,0,monsoon,2026-07-17T00:46:41.961634
22.31,88.08,81.03,15.87,36.77,71.15,0,monsoon,2026-07-17T00:54:41.961634
22.11,92.86,67.89,23.42,42.96,63.58,1,monsoon,2026-07-17T01:02:41.961634
23.77,88.43,70.74,54.17,6.55,32.11,1,monsoon,2026-07-17T01:10:41.961634
23.26,97.49,55.29,20.97,16.5,42.62,0,monsoon,2026-07-17T01:18:41.961634
26.18,92.86,93.66,22.9,22.41,48.17,0,monsoon,2026-07-17T01:26:41.961634
23.86,98.1,83.21,28.59,4.61,70.87,0,monsoon,2026-07-17T01:34:41.961634
22.66,93.21,70.65,63.54,48.98,70.65,0,monsoon,2026-07-17T01:42:41.961634
25.89,92.84,65.65,32.21,30.43,53.98,1,monsoon,2026-07-17T01:50:41.961634
26.98,97.46,56.19,17.51,22.59,34.21,0,monsoon,2026-07-17T01:58:41.961634
26.11,96.1,62.75,31.79,15.83,30.48,0,monsoon,2026-07-17T02:06:41.961634
23.1,88.44,81.65,53.11,40.42,43.34,0,monsoon,2026-07-17T02:14:41.961634
23.42,95.75,80.42,42.67,7.73,79.18,1,monsoon,2026-07-17T02:22:41.961634
21.09,91.65,85.99,58.84,0.3,47.74,0,monsoon,2026-07-17T02:30:41.961634
21.94,97.99,69.09,46.06,31.35,37.7,0,monsoon,2026-07-17T02:38:41.961634
21.83,100.0,51.59,51.23,36.49,80.8,0,monsoon,2026-07-17T02:46:41.961634
23.47,96.88,56.91,18.82,33.04,75.06,0,monsoon,2026-07-17T02:54:41.961634
26.93,87.01,57.94,41.54,4.51,76.93,0,monsoon,2026-07-17T03:02:41.961634
22.2,95.21,50.0,12.88,34.55,68.04,0,monsoon,2026-07-17T03:10:41.961634
23.19,96.64,57.41,54.72,49.57,45.01,0,monsoon,2026-07-17T03:18:41.961634
25.25,97.52,52.56,49.68,40.28,35.13,1,monsoon,2026-07-17T03:26:41.961634
21.12,91.23,61.9,30.51,33.03,44.07,0,monsoon,2026-07-17T03:34:41.961634
21.57,100.0,49.96,14.05,35.9,27.69,0,monsoon,2026-07-17T03:42:41.961634
24.1,95.72,64.13,38.02,33.69,36.73,0,monsoon,2026-07-17T03:50:41.961634
26.13,97.16,85.52,14.01,7.66,38.18,0,monsoon,2026-07-17T03:58:41.961634
25.99,92.49,53.26,51.47,15.18,81.54,0,monsoon,2026-07-17T04:06:41.961634
25.43,95.71,84.15,30.34,36.21,41.5,1,monsoon,2026-07-17T04:14:41.961634
26.15,94.18,56.04,23.31,45.71,28.89,0,monsoon,2026-07-17T04:22:41.961634
24.03,87.88,83.83,55.53,17.48,62.38,1,monsoon,2026-07-17T04:30:41.961634
21.11,97.0,51.71,53.18,7.99,81.17,0,monsoon,2026-07-17T04:38:41.961634
26.57,90.2,82.04,55.49,46.77,53.92,1,monsoon,2026-07-17T04:46:41.961634
25.97,95.78,67.23,60.06,40.0,50.93,0,monsoon,2026-07-17T04:54:41.961634
22.79,95.73,59.64,38.14,19.87,77.46,1,monsoon,2026-07-17T05:02:41.961634
23.96,91.97,55.2,36.02,48.7,57.05,0,monsoon,2026-07-17T05:10:41.961634
24.01,100.0,71.55,54.84,29.02,46.74,1,monsoon,2026-07-17T05:18:41.961634
25.61,99.9,60.45,59.44,40.03,40.14,0,monsoon,2026-07-17T05:26:41.961634
21.0,94.17,81.31,37.43,21.05,60.67,1,monsoon,2026-07-17T05:34:41.961634
25.31,98.84,61.27,14.56,48.2,39.95,1,monsoon,2026-07-17T05:42:41.961634
23.17,95.0,50.88,16.62,5.7,32.31,0,monsoon,2026-07-17T05:50:41.961634
25.13,98.49,89.9,44.31,14.82,43.58,1,monsoon,2026-07-17T05:58:41.961634
28.15,84.48,81.96,47.82,596.06,25.1,0,monsoon,2026-07-17T06:06:41.961634
30.83,76.97,55.61,20.06,527.03,56.58,0,monsoon,2026-07-17T06:14:41.961634
30.59,73.69,85.03,40.69,429.73,62.85,0,monsoon,2026-07-17T06:22:41.961634
27.29,76.25,79.87,57.5,967.65,34.46,0,monsoon,2026-07-17T06:30:41.961634
30.6,82.52,68.8,37.79,549.74,27.92,1,monsoon,2026-07-17T06:38:41.961634
28.83,83.35,64.89,38.51,538.48,64.21,0,monsoon,2026-07-17T06:46:41.961634
26.09,82.17,62.0,31.91,757.74,54.2,0,monsoon,2026-07-17T06:54:41.961634
14.64,38.92445878944934,89.22,23.16,589.41,69.0895617342781,1,monsoon,2026-07-17T07:02:41.961634
26.44,80.24,73.33,17.37,653.12,64.63,1,monsoon,2026-07-17T07:10:41.961634
31.76,78.68,69.73,41.01,968.31,53.27,0,monsoon,2026-07-17T07:18:41.961634
28.93,84.53,75.46,45.36,328.56,41.87,0,monsoon,2026-07-17T07:26:41.961634
30.89,75.74,78.51,13.46,325.61,42.63,0,monsoon,2026-07-17T07:34:41.961634
30.85,78.23,85.64,39.64,322.61,57.02,1,monsoon,2026-07-17T07:42:41.961634
26.5,73.72,62.2,37.97,940.28,43.07,0,monsoon,2026-07-17T07:50:41.961634
30.15,74.05,52.48,39.67,601.52,26.91,0,monsoon,2026-07-17T07:58:41.961634
31.01,73.12,82.47,14.0,564.41,84.27,1,monsoon,2026-07-17T08:06:41.961634
27.77,82.44,79.21,26.16,537.54,25.1,0,monsoon,2026-07-17T08:14:41.961634
27.48,77.1,52.62,56.26,748.2,41.97,0,monsoon,2026-07-17T08:22:41.961634
31.3,84.16,62.59,20.01,880.8,71.22,0,monsoon,2026-07-17T08:30:41.961634
31.66,81.84,69.48,17.14,874.67,75.08,0,monsoon,2026-07-17T08:38:41.961634
27.13,74.28,80.96,21.73,663.91,74.94,1,monsoon,2026-07-17T08:46:41.961634
31.59,82.99,54.55,25.7,643.16,60.98,0,monsoon,2026-07-17T08:54:41.961634
30.33,78.75,72.35,38.28,808.61,84.0,0,monsoon,2026-07-17T09:02:41.961634
30.82,73.08,52.88,31.86,491.75,61.12,0,monsoon,2026-07-17T09:10:41.961634
27.97,72.3,73.59,50.62,319.67,58.44,0,monsoon,2026-07-17T09:18:41.961634
31.9,87.03,73.89,11.7,692.89,66.48,0,monsoon,2026-07-17T09:26:41.961634
31.49,86.06,88.42,38.64,936.47,76.66,0,monsoon,2026-07-17T09:34:41.961634
31.57,72.76,53.31,53.96,555.37,70.31,0,monsoon,2026-07-17T09:42:41.961634
26.51,75.65,79.53,62.03,423.57,28.94,0,monsoon,2026-07-17T09:50:41.961634
29.44,74.23,58.4,51.92,512.23,35.86,1,monsoon,2026-07-17T09:58:41.961634
28.1,80.57,57.57,49.0,379.08,56.85,0,monsoon,2026-07-17T10:06:41.961634
27.35,81.48,58.15,50.99,356.38,48.88,0,monsoon,2026-07-17T10:14:41.961634
31.1,72.31,65.93,47.17,633.89,27.3,1,monsoon,2026-07-17T10:22:41.961634
26.85,87.75,56.95,54.53,872.99,74.66,1,monsoon,2026-07-17T10:30:41.961634
27.44,77.75,72.93,19.05,340.82,81.71,1,monsoon,2026-07-17T10:38:41.961634
28.69,85.22,72.18,53.68,791.23,54.5,0,monsoon,2026-07-17T10:46:41.961634
31.9,84.92,91.64,29.45,824.77,62.63,0,monsoon,2026-07-17T10:54:41.961634
27.24,83.36,54.81,27.31,914.51,39.95,0,monsoon,2026-07-17T11:02:41.961634
31.28,79.4,61.66,50.13,621.62,46.94,0,monsoon,2026-07-17T11:10:41.961634
31.48,86.06,65.13,59.9,879.48,52.32,0,monsoon,2026-07-17T11:18:41.961634
31.73,81.81,49.71,22.66,650.66,33.64,0,monsoon,2026-07-17T11:26:41.961634
27.18,80.3,70.28,55.47,443.47,68.08,1,monsoon,2026-07-17T11:34:41.961634
28.43,74.86,85.64,54.53,643.75,41.84,1,monsoon,2026-07-17T11:42:41.961634
31.61,75.05,88.56,21.15,651.56,76.52,1,monsoon,2026-07-17T11:50:41.961634
29.16,77.82,69.63,16.71,534.74,37.25,0,monsoon,2026-07-17T11:58:41.961634
31.02,77.72,78.87,50.42,479.4,41.8,0,monsoon,2026-07-17T12:06:41.961634
30.18,75.93,85.01,28.4,639.52,46.44,0,monsoon,2026-07-17T12:14:41.961634
29.18,83.62,54.21,39.65,304.97,27.94,0,monsoon,2026-07-17T12:22:41.961634
28.72,72.03,69.61,59.05,570.71,27.47,0,monsoon,2026-07-17T12:30:41.961634
31.02,87.03,49.92,36.56,942.68,53.96,0,monsoon,2026-07-17T12:38:41.961634
29.14,73.26,83.67,22.13,968.5,76.93,1,monsoon,2026-07-17T12:46:41.961634
13.260000000000002,53.39537628175394,67.7,27.91,945.72,103.21550063595538,0,monsoon,2026-07-17T12:54:41.961634
28.72,83.73,89.94,42.14,528.14,34.78,0,monsoon,2026-07-17T13:02:41.961634
29.0,78.22,80.52,49.93,345.46,80.55,0,monsoon,2026-07-17T13:10:41.961634
26.52,82.04,81.39,43.09,392.09,49.38,0,monsoon,2026-07-17T13:18:41.961634
31.53,87.81,56.4,19.54,604.36,30.13,0,monsoon,2026-07-17T13:26:41.961634
26.22,73.98,66.41,40.06,753.34,66.0,0,monsoon,2026-07-17T13:34:41.961634
29.72,84.0,67.7,53.99,891.43,63.75,0,monsoon,2026-07-17T13:42:41.961634
28.06,86.28,89.2,11.54,473.01,51.38,0,monsoon,2026-07-17T13:50:41.961634
30.52,85.26,63.15,30.81,412.68,84.05,1,monsoon,2026-07-17T13:58:41.961634
28.7,84.32,70.6,42.81,545.9,32.89,0,monsoon,2026-07-17T14:06:41.961634
27.92,84.5,57.87,40.96,326.59,44.17,1,monsoon,2026-07-17T14:14:41.961634
28.63,85.53,56.64,59.27,878.16,54.72,0,monsoon,2026-07-17T14:22:41.961634
30.14,72.77,72.62,36.3,822.91,52.94,0,monsoon,2026-07-17T14:30:41.961634
31.18,74.39,52.74,38.43,818.81,55.65,0,monsoon,2026-07-17T14:38:41.961634
26.6,86.05,63.33,28.75,347.61,65.99,0,monsoon,2026-07-17T14:46:41.961634
31.71,72.81,70.95,14.64,436.25,31.86,0,monsoon,2026-07-17T14:54:41.961634
45.480000000000004,43.524480109822385,58.0,19.65,713.83,86.37245914356137,1,monsoon,2026-07-17T15:02:41.961634
31.65,77.13,67.34,25.77,954.27,76.8,0,monsoon,2026-07-17T15:10:41.961634
29.75,85.18,87.66,26.91,560.38,60.79,0,monsoon,2026-07-17T15:18:41.961634
26.34,79.59,81.12,31.87,631.82,58.48,0,monsoon,2026-07-17T15:26:41.961634
31.18,72.6,53.24,8.54,389.63,55.96,0,monsoon,2026-07-17T15:34:41.961634
31.33,74.95,73.03,28.94,937.92,71.51,0,monsoon,2026-07-17T15:42:41.961634
29.3,77.13,63.39,28.85,393.16,51.83,0,monsoon,2026-07-17T15:50:41.961634
31.91,86.78,57.75,42.21,922.83,74.64,1,monsoon,2026-07-17T15:58:41.961634
26.76,81.97,54.12,46.15,771.05,51.17,0,monsoon,2026-07-17T16:06:41.961634
30.34,82.06,53.79,12.99,495.38,36.05,0,monsoon,2026-07-17T16:14:41.961634
29.18,73.55,75.12,37.44,484.99,48.91,1,monsoon,2026-07-17T16:22:41.961634
27.14,74.48,58.47,53.14,668.34,43.66,0,monsoon,2026-07-17T16:30:41.961634
27.11,73.16,80.64,23.44,843.0,44.12,0,monsoon,2026-07-17T16:38:41.961634
29.89,85.51,76.91,60.31,847.08,72.04,0,monsoon,2026-07-17T16:46:41.961634
31.25,74.37,56.03,25.24,666.1,44.08,1,monsoon,2026-07-17T16:54:41.961634
28.94,72.34,78.01,12.83,789.5,80.76,0,monsoon,2026-07-17T17:02:41.961634
29.49,87.25,70.4,23.9,725.65,53.27,0,monsoon,2026-07-17T17:10:41.961634
29.08,82.52,75.62,47.97,947.0,64.88,1,monsoon,2026-07-17T17:18:41.961634
29.37,76.15,78.94,23.56,978.11,83.28,0,monsoon,2026-07-17T17:26:41.961634
42.739999999999995,54.19202791486252,79.61,49.85,984.7,68.08903070658212,0,monsoon,2026-07-17T17:34:41.961634
27.22,82.98,90.25,43.4,449.18,37.54,0,monsoon,2026-07-17T17:42:41.961634
28.55,87.84,52.21,58.14,580.35,46.72,0,monsoon,2026-07-17T17:50:41.961634
31.05,72.81,46.09,51.83,374.02,78.7,1,monsoon,2026-07-17T17:58:41.961634
29.21,78.05,86.7,23.2,439.71,33.35,1,monsoon,2026-07-17T18:06:41.961634
27.55,81.16,82.46,41.75,983.12,25.01,0,monsoon,2026-07-17T18:14:41.961634
